	log2FoldChange	padj	external_gene_name	Description
ENSG00000143365	3.2012031254103	2.48479305041227e-07	RORC	RAR related orphan receptor C
ENSG00000267416	2.92940890553167	2.52311904902163e-07	HEATR6-DT	HEATR6 divergent transcript
ENSG00000254837	1.38859516252864	2.66627678647191e-07	LIPT2-AS1	LIPT2 antisense RNA 1
ENSG00000213886	-2.25434881466874	2.7315127561798e-07	UBD	ubiquitin D
ENSG00000269821	1.26084171747534	2.82062954433046e-07	KCNQ1OT1	KCNQ1 opposite strand/antisense transcript 1
ENSG00000139631	2.36669955375384	2.85813370823811e-07	CSAD	cysteine sulfinic acid decarboxylase
ENSG00000086159	4.88590684040607	3.07743476855236e-07	AQP6	aquaporin 6
ENSG00000163536	-1.49038292307147	3.19956543739881e-07	SERPINI1	serpin family I member 1
ENSG00000175311	2.27530953994837	3.2713181779136e-07		
ENSG00000244649	-1.86791776418646	3.57454629279975e-07	LINC02086	long intergenic non-protein coding RNA 2086
ENSG00000114166	1.68263332858862	3.68380611760045e-07	KAT2B	lysine acetyltransferase 2B
ENSG00000258441	1.02438165553802	3.72731391202421e-07	LINC00641	long intergenic non-protein coding RNA 641
ENSG00000162814	2.84239417116239	4.006946152042e-07	SPATA17	spermatogenesis associated 17
ENSG00000213123	1.06993334039818	4.006946152042e-07	DYNLT2B	dynein light chain Tctex-type 2B
ENSG00000175505	-1.35498312444264	4.07338152537339e-07	CLCF1	cardiotrophin like cytokine factor 1
ENSG00000236039	1.78085498052955	4.41655623908593e-07	LINC02889	long intergenic non-protein coding RNA 2889
ENSG00000169860	1.00111453239268	4.58500052691366e-07	P2RY1	purinergic receptor P2Y1
ENSG00000237988	-2.85737479099358	4.69583122469896e-07		
ENSG00000176907	-1.78107024898531	4.8881644329407e-07	TCIM	transcriptional and immune response regulator
ENSG00000168779	1.11286185306504	5.0110542343826e-07	SHOX2	SHOX homeobox 2
ENSG00000011590	-3.0743737062206	5.1337237313153e-07	ZBTB32	zinc finger and BTB domain containing 32
ENSG00000143353	1.08033665630287	5.27879896413739e-07	LYPLAL1	lysophospholipase like 1
ENSG00000184381	1.59795182704423	5.61478871566562e-07	PLA2G6	phospholipase A2 group VI
ENSG00000257588	4.05741850489968	5.64906208364191e-07	AQP5-AS1	AQP5 and AQP2 antisense RNA 2
ENSG00000111341	4.50083702149225	5.94017116641834e-07	MGP	matrix Gla protein
ENSG00000189280	-1.3469263180444	6.06021134744347e-07	GJB5	gap junction protein beta 5
ENSG00000169562	2.04385826761717	6.28074285990921e-07	GJB1	gap junction protein beta 1
ENSG00000197557	1.09258923772863	6.33908407730693e-07	IFT70A	intraflagellar transport 70A
ENSG00000146477	-1.93635591614138	6.6836112069913e-07	SLC22A3	solute carrier family 22 member 3
ENSG00000251152	2.65863803783755	6.96529722555317e-07		
ENSG00000159899	1.07663431309198	7.21359357238252e-07	NPR2	natriuretic peptide receptor 2
ENSG00000165556	-1.26907136287836	7.24419881593401e-07	CDX2	caudal type homeobox 2
ENSG00000155792	2.18715758858659	7.46007363299754e-07	DEPTOR	DEP domain containing MTOR interacting protein
ENSG00000185507	-1.16909529594986	7.82093841064463e-07		
ENSG00000121552	1.59069538380011	9.68789083355402e-07	CSTA	cystatin A
ENSG00000074590	-1.09794971760599	9.73102232165867e-07	NUAK1	NUAK family kinase 1
ENSG00000104899	1.20429484652508	1.00140498101312e-06	AMH	anti-Mullerian hormone
ENSG00000265190	-1.66706749877336	1.21930529642155e-06	ANXA8	annexin A8
ENSG00000171621	-1.12874105349715	1.23632900122456e-06	SPSB1	splA/ryanodine receptor domain and SOCS box containing 1
ENSG00000102678	3.08340303922239	1.24576917498036e-06	FGF9	fibroblast growth factor 9
ENSG00000031081	-2.10367379938103	1.26921071813809e-06	ARHGAP31	Rho GTPase activating protein 31
ENSG00000101825	-2.1735778197255	1.28145204935678e-06	MXRA5	matrix remodeling associated 5
ENSG00000166974	-1.2088977466776	1.28328462987181e-06	MAPRE2	microtubule associated protein RP/EB family member 2
ENSG00000100055	-2.36734210127814	1.31557397341339e-06	CYTH4	cytohesin 4
ENSG00000138400	1.26345945250347	1.31574234286728e-06	MDH1B	malate dehydrogenase 1B
ENSG00000145246	-1.46361596762408	1.34733777970497e-06	ATP10D	ATPase phospholipid transporting 10D (putative)
ENSG00000121236	-1.55844682112779	1.38030897275869e-06	TRIM6	tripartite motif containing 6
ENSG00000142552	1.66073939529708	1.41688033714835e-06	RCN3	reticulocalbin 3
ENSG00000129295	1.94244364223072	1.43771235927465e-06	DNAAF11	dynein axonemal assembly factor 11
ENSG00000182983	2.65916163226177	1.53598245308756e-06	ZNF662	zinc finger protein 662
ENSG00000183780	-2.37971187266813	1.55069731009534e-06	SLC35F3	solute carrier family 35 member F3
ENSG00000122641	-2.5580583635958	1.56021038649656e-06	INHBA	inhibin subunit beta A
ENSG00000261379	1.73481369331058	1.57940371942711e-06		
ENSG00000180730	2.23753362537978	1.59006384337642e-06	SHISA2	shisa family member 2
ENSG00000095932	-2.25462129607904	1.64731682603687e-06	SMIM24	small integral membrane protein 24
ENSG00000162654	-1.17709356632021	1.84364952349824e-06	GBP4	guanylate binding protein 4
ENSG00000187094	2.78356026301139	1.88602644022406e-06	CCK	cholecystokinin
ENSG00000157856	5.88862846553766	1.97284663762583e-06	DRC1	dynein regulatory complex subunit 1
ENSG00000249464	1.62168112979591	2.01181400060726e-06	LINC01091	long intergenic non-protein coding RNA 1091
ENSG00000164749	1.00078536932121	2.16743234792159e-06	HNF4G	hepatocyte nuclear factor 4 gamma
ENSG00000164970	-1.1343808234086	2.21980049052276e-06	FAM219A	family with sequence similarity 219 member A
ENSG00000145536	-1.46731436903166	2.23563572531496e-06	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16
ENSG00000127124	-1.36417676745964	2.39158374609062e-06	HIVEP3	HIVEP zinc finger 3
ENSG00000224259	2.30192159217468	2.41357825683845e-06	LINC01133	long intergenic non-protein coding RNA 1133
ENSG00000231528	-1.52991377373051	2.63498873960654e-06	FAM225A	family with sequence similarity 225 member A
ENSG00000106538	1.610945483244	2.76564044853273e-06	RARRES2	retinoic acid receptor responder 2
ENSG00000075826	2.05905082479695	2.79623798693316e-06	SEC31B	SEC31 homolog B, COPII coat complex component
ENSG00000100985	-3.90985049997793	2.86576856620769e-06	MMP9	matrix metallopeptidase 9
ENSG00000163803	-1.34679312883728	2.86883588929461e-06	PLB1	phospholipase B1
ENSG00000162383	2.31287099956264	2.87576567843534e-06	SLC1A7	solute carrier family 1 member 7
ENSG00000174130	-1.50033492353636	2.91663610648269e-06	TLR6	toll like receptor 6
ENSG00000007306	3.28021184981549	3.16411636787501e-06		
ENSG00000289791	6.9158391853596	3.34680974211324e-06		
ENSG00000233725	7.0135642697498	3.37705206063639e-06	NRAD1	non-coding RNA in the aldehyde dehydrogenase 1A pathway
ENSG00000144061	1.18544404816752	3.42063803083922e-06	NPHP1	nephrocystin 1
ENSG00000164283	-6.13425840004977	3.46088425977234e-06	ESM1	endothelial cell specific molecule 1
ENSG00000185015	1.06332579603694	3.52806095917238e-06	CA13	carbonic anhydrase 13
ENSG00000188641	1.05092203921714	3.62194286724288e-06	DPYD	dihydropyrimidine dehydrogenase
ENSG00000105877	-1.73578397959934	3.77851369659235e-06	DNAH11	dynein axonemal heavy chain 11
ENSG00000176697	1.40676699086037	3.82272335332175e-06	BDNF	brain derived neurotrophic factor
ENSG00000162878	2.11839505805587	3.8277012605457e-06	PKDCC	protein kinase domain containing, cytoplasmic
ENSG00000215788	1.04710165746411	3.96534682377645e-06	TNFRSF25	TNF receptor superfamily member 25
ENSG00000004799	1.26005664209181	4.07045827143241e-06	PDK4	pyruvate dehydrogenase kinase 4
ENSG00000064225	1.65147005267641	4.14180822504157e-06	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6
ENSG00000172828	1.07530585194596	4.34251073261235e-06	CES3	carboxylesterase 3
ENSG00000009950	1.44386649491714	4.63260709110162e-06	MLXIPL	MLX interacting protein like
ENSG00000128335	-1.02337640917657	4.70618103576154e-06	APOL2	apolipoprotein L2
ENSG00000169403	-1.07561558591262	5.15241780531921e-06	PTAFR	platelet activating factor receptor
ENSG00000169507	4.91958041881083	5.37084947197414e-06	SLC38A11	solute carrier family 38 member 11
ENSG00000105245	-1.19020245169183	5.48763727495934e-06	NUMBL	NUMB like endocytic adaptor protein
ENSG00000173947	2.96907140929493	5.67635223653675e-06	CIMAP3	ciliary microtubule associated protein 3
ENSG00000095585	1.97543401058246	5.72660802149215e-06	BLNK	B cell linker
ENSG00000214456	1.89437675418371	5.88203190238269e-06	PLIN5	perilipin 5
ENSG00000144481	1.50243271271363	5.90455731100258e-06	TRPM8	transient receptor potential cation channel subfamily M member 8
ENSG00000184574	-1.1793577661619	6.12210283905205e-06	LPAR5	lysophosphatidic acid receptor 5
ENSG00000167680	1.03508116690135	6.15224929084967e-06	SEMA6B	semaphorin 6B
ENSG00000100473	-1.08965601376328	6.23139280501543e-06	COCH	cochlin
ENSG00000102837	2.51155162880144	6.34100354350125e-06	OLFM4	olfactomedin 4
ENSG00000006459	1.26355522476876	6.5213585139869e-06	KDM7A	lysine demethylase 7A
ENSG00000171757	1.52748172180093	6.52968463948707e-06	LRRC34	leucine rich repeat containing 34
ENSG00000067798	-2.59063722326146	6.5482313018304e-06	NAV3	neuron navigator 3
ENSG00000280383	2.24287254122092	6.5482313018304e-06		novel transcript, sense overlapping ATXN10
ENSG00000072195	1.07430349338644	6.77891564890629e-06	SPEG	striated muscle enriched protein kinase
ENSG00000167757	1.16187647545796	6.83703977605229e-06	KLK11	kallikrein related peptidase 11
ENSG00000166263	1.11227890439866	6.85253359969594e-06	STXBP4	syntaxin binding protein 4
ENSG00000274512	1.04514317311717	6.97106636177753e-06		
ENSG00000112303	1.90082262381281	7.1253694538357e-06	VNN2	vanin 2
ENSG00000110195	1.66816145165118	7.18955557699178e-06	FOLR1	folate receptor alpha
ENSG00000231298	-2.00597141417004	7.55195497890537e-06	MANCR	mitotically associated long non coding RNA
ENSG00000287906	-1.23347522773406	7.72474919238375e-06		
ENSG00000172137	-1.49204216191917	7.72651729388189e-06		
ENSG00000168916	1.29189939918409	8.09704519177352e-06	ZNF608	zinc finger protein 608
ENSG00000188488	1.19230169554863	8.13275935040886e-06	SERPINA5	serpin family A member 5
ENSG00000223812	2.25071043967731	8.52364916147277e-06	PYDC2-AS1	PYDC2 antisense RNA 1
ENSG00000142484	-1.3403483366826	8.86785559939303e-06	TM4SF5	transmembrane 4 L six family member 5
ENSG00000274070	-1.24334516103265	8.8921537831677e-06	CASTOR2	cytosolic arginine sensor for mTORC1 subunit 2
ENSG00000206538	-1.74441877374076	9.27335617718748e-06	VGLL3	vestigial like family member 3
ENSG00000227388	2.22111128824168	9.27335617718748e-06		
ENSG00000183690	2.0466246543473	9.50817145173348e-06	EFHC2	EF-hand domain containing 2
ENSG00000269313	2.35551882026892	9.51468480463596e-06		
ENSG00000120833	-2.27583460027872	9.97654610833846e-06	SOCS2	suppressor of cytokine signaling 2
ENSG00000124406	-1.21681183397732	1.01935222144219e-05	ATP8A1	ATPase phospholipid transporting 8A1
ENSG00000185477	2.74442034417009	1.06103070757676e-05	GPRIN3	GPRIN family member 3
ENSG00000069667	1.04917479082094	1.08627951692417e-05	RORA	RAR related orphan receptor A
ENSG00000147509	-2.32584429921339	1.16711122978563e-05	RGS20	regulator of G protein signaling 20
ENSG00000173926	1.50669070578855	1.18969802094869e-05	MARCHF3	membrane associated ring-CH-type finger 3
ENSG00000165125	-1.04273962957934	1.20609539478825e-05		
ENSG00000196159	-1.69347197167464	1.22756704374616e-05	FAT4	FAT atypical cadherin 4
ENSG00000099139	-1.04446619705614	1.2384052760674e-05	PCSK5	proprotein convertase subtilisin/kexin type 5
ENSG00000122591	-1.23193602091568	1.28391235647005e-05	HYCC1	hyccin PI4KA lipid kinase complex subunit 1
ENSG00000172264	1.5486509371741	1.37954308195619e-05	MACROD2	mono-ADP ribosylhydrolase 2
ENSG00000213906	1.16764599093928	1.44882171211858e-05		
ENSG00000206530	1.49798631065032	1.47835660054827e-05	CFAP44	cilia and flagella associated protein 44
ENSG00000189056	-3.26540887659569	1.627097479665e-05	RELN	reelin
ENSG00000116396	-1.06008035196901	1.65852774205859e-05	KCNC4	potassium voltage-gated channel subfamily C member 4
ENSG00000273344	1.03577767807313	1.69134202510148e-05	PAXIP1-DT	PAXIP1 divergent transcript
ENSG00000242028	-1.03508560590991	1.74283915754227e-05	HYPK	huntingtin interacting protein K
ENSG00000285517	-1.15867069555443	1.82902554118356e-05	LINC00941	long intergenic non-protein coding RNA 941
ENSG00000111331	-1.30350904813992	1.84092792257257e-05	OAS3	2'-5'-oligoadenylate synthetase 3
ENSG00000203688	-1.77088977219676	1.94411187909067e-05	LINC02487	long intergenic non-protein coding RNA 2487
ENSG00000112293	3.12683522283847	1.9506660545647e-05	GPLD1	glycosylphosphatidylinositol specific phospholipase D1
ENSG00000249437	1.30559743635579	1.96954998055019e-05		
ENSG00000169213	-1.14714545543785	1.97795617070525e-05	RAB3B	RAB3B, member RAS oncogene family
ENSG00000170099	2.0744189403665	2.02706168762305e-05		
ENSG00000280213	1.28199210527181	2.03936049752293e-05	UCKL1-AS1	UCKL1 antisense RNA 1
ENSG00000107890	1.02601747189102	2.0941278657377e-05	ANKRD26	ankyrin repeat domain containing 26
ENSG00000041982	-3.16863020818331	2.1665398675942e-05	TNC	tenascin C
ENSG00000135744	2.28734483359041	2.2416328443664e-05	AGT	angiotensinogen
ENSG00000265763	-1.17560149285379	2.37724713416776e-05	ZNF488	zinc finger protein 488
ENSG00000092978	1.35613183903436	2.41095251511187e-05	GPATCH2	G-patch domain containing 2
ENSG00000203965	1.33251316718864	2.42298762411113e-05	EFCAB7	EF-hand calcium binding domain 7
ENSG00000284820	2.3303925192051	2.45385109940168e-05		
ENSG00000141519	2.23677680074875	2.46054044469451e-05		
ENSG00000164509	-3.61227947653943	2.58707805087818e-05	IL31RA	interleukin 31 receptor A
ENSG00000183760	-1.48157727965043	2.63259624352108e-05	ACP7	acid phosphatase 7, tartrate resistant (putative)
ENSG00000174456	1.20424071551433	2.64529612892216e-05	C12orf76	chromosome 12 open reading frame 76
ENSG00000171246	-1.34680367508379	2.72791749850356e-05	NPTX1	neuronal pentraxin 1
ENSG00000101665	-1.0732178381482	2.82866422593722e-05	SMAD7	SMAD family member 7
ENSG00000240207	1.59548630921437	2.8981863947826e-05		novel transcript, antisense to RARRES1
ENSG00000241697	-6.71783075280245	2.90885508218358e-05	TMEFF1	transmembrane protein with EGF like and two follistatin like domains 1
ENSG00000249196	4.10257289569891	3.0571313227608e-05	TMEM132D-AS1	TMEM132D antisense RNA 1
ENSG00000173214	1.38778876442363	3.07296409392496e-05	MFSD4B	major facilitator superfamily domain containing 4B
ENSG00000118922	-2.79516678850869	3.09657156523812e-05	KLF12	KLF transcription factor 12
ENSG00000249673	-1.05431044919701	3.20748043637138e-05	NOP14-AS1	NOP14 antisense RNA 1
ENSG00000056998	1.29155272166435	3.22342585830579e-05	GYG2	glycogenin 2
ENSG00000154917	1.37801002351943	3.23740742550173e-05	RAB6B	RAB6B, member RAS oncogene family
ENSG00000142156	-2.16686214949814	3.260708111556e-05	COL6A1	collagen type VI alpha 1 chain
ENSG00000135604	-2.31327301723668	3.29972539428952e-05	STX11	syntaxin 11
ENSG00000285979	1.70450705834586	3.344732692869e-05		novel transcript, antisense to FAM192A
ENSG00000289720	-1.1726897997285	3.48298002061059e-05		
ENSG00000100292	-1.03549551197574	3.48556881283981e-05	HMOX1	heme oxygenase 1
ENSG00000172794	1.00565569188434	3.51050882539041e-05	RAB37	RAB37, member RAS oncogene family
ENSG00000278709	-1.39047107035247	3.55386554176801e-05	NKILA	NF-kappaB interacting lncRNA
ENSG00000158321	2.18732559497507	3.69905874362074e-05	AUTS2	activator of transcription and developmental regulator AUTS2
ENSG00000177409	-1.26151416577915	3.80493971345727e-05	SAMD9L	sterile alpha motif domain containing 9 like
ENSG00000152377	-2.31434873052082	3.8334380453646e-05	SPOCK1	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1
ENSG00000231826	5.22192075208379	3.93268975798306e-05	LINC01819	long intergenic non-protein coding RNA 1819
ENSG00000187583	-1.07933068741655	3.98153145073237e-05	PLEKHN1	pleckstrin homology domain containing N1
ENSG00000214128	3.82784434530436	4.06549537862229e-05	TMEM213	transmembrane protein 213
ENSG00000161905	3.82431431030376	4.16240711763016e-05	ALOX15	arachidonate 15-lipoxygenase
ENSG00000166592	-2.20515310249648	4.32659397487055e-05	RRAD	RRAD, Ras related glycolysis inhibitor and calcium channel regulator
ENSG00000151240	1.41555739256562	4.3418184936046e-05	DIP2C	disco interacting protein 2 homolog C
ENSG00000267228	-6.72474526166457	4.3418184936046e-05		
ENSG00000196482	4.47171442596523	4.38855179494794e-05	ESRRG	estrogen related receptor gamma
ENSG00000291076	-1.06455664351744	4.45189743696369e-05	AADACP1	arylacetamide deacetylase pseudogene 1
ENSG00000156042	2.25852218741239	4.54510406798722e-05	CFAP70	cilia and flagella associated protein 70
ENSG00000125384	1.50103796635602	4.55108420250416e-05	PTGER2	prostaglandin E receptor 2
ENSG00000106560	1.19311513700089	4.76909420529479e-05	GIMAP2	GTPase, IMAP family member 2
ENSG00000167889	-1.37455959348936	4.98957195411143e-05	MGAT5B	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B
ENSG00000224086	-1.55795224885117	5.34079542919142e-05	PPM1F-AS1	PPM1F antisense RNA 1
ENSG00000110777	4.40660178272252	5.406278695715e-05	POU2AF1	POU class 2 homeobox associating factor 1
ENSG00000163739	-1.3606959447438	5.55699950982138e-05	CXCL1	C-X-C motif chemokine ligand 1
ENSG00000136883	1.39339226450052	5.74469978229093e-05	KIF12	kinesin family member 12
ENSG00000152784	-1.51533445547975	5.81458979306654e-05	PRDM8	PR/SET domain 8
ENSG00000182963	-2.20814209998739	6.08170720992147e-05	GJC1	gap junction protein gamma 1
ENSG00000080573	1.51234507183218	6.41717924436604e-05	COL5A3	collagen type V alpha 3 chain
ENSG00000124116	-1.93869518602439	6.44008885017867e-05	WFDC3	WAP four-disulfide core domain 3
ENSG00000115598	-6.54402541208569	6.46450362169228e-05	IL1RL2	interleukin 1 receptor like 2
ENSG00000135960	-1.23556544592869	6.53505481117345e-05	EDAR	ectodysplasin A receptor
ENSG00000250266	1.07568570645374	6.59320761206622e-05	LINC01612	long intergenic non-protein coding RNA 1612
ENSG00000213030	-6.55742883666861	6.64180079500803e-05	CGB8	chorionic gonadotropin subunit beta 8
ENSG00000179546	-1.41838931522184	7.02699270972736e-05	HTR1D	5-hydroxytryptamine receptor 1D
ENSG00000281344	1.85813253960968	7.15061268009436e-05	HELLPAR	HELLP associated long non-coding RNA
ENSG00000102452	-2.50906575291511	7.25939905880618e-05	NALCN	sodium leak channel, non-selective
ENSG00000189052	-2.60165180703015	7.74289089173556e-05	CGB5	chorionic gonadotropin subunit beta 5
ENSG00000241794	-4.06084846325488	7.79057133572435e-05	SPRR2A	small proline rich protein 2A
ENSG00000092758	1.39960283128749	7.79642495496938e-05	COL9A3	collagen type IX alpha 3 chain
ENSG00000127419	1.22855493515324	7.82801791770907e-05	TMEM175	transmembrane protein 175
ENSG00000184845	-1.33393434453175	7.91067555666496e-05	DRD1	dopamine receptor D1
ENSG00000187024	-1.05931899889242	7.98006775086327e-05	PTRH1	peptidyl-tRNA hydrolase 1 homolog
ENSG00000185250	2.817624080262	8.081575949062e-05	PPIL6	peptidylprolyl isomerase like 6
ENSG00000240086	1.87095583035995	8.15639770970299e-05		novel transcript, antisense to EPHB1
ENSG00000140398	1.31519238626402	8.17606350077722e-05	NEIL1	nei like DNA glycosylase 1
ENSG00000291066	1.18189960547321	8.48352882192686e-05		
ENSG00000118997	2.0175322868349	8.74060900522213e-05	DNAH7	dynein axonemal heavy chain 7
ENSG00000083454	1.66932727318822	8.77265519615911e-05	P2RX5	purinergic receptor P2X 5
ENSG00000198625	1.37842895337426	8.87503148547009e-05	MDM4	MDM4 regulator of p53
ENSG00000143067	-1.05616805300636	9.06390748804561e-05	ZNF697	zinc finger protein 697
ENSG00000171105	1.01327225513895	9.15932307482241e-05	INSR	insulin receptor
ENSG00000162520	-1.03681732803165	9.62335425568141e-05	SYNC	syncoilin, intermediate filament protein
ENSG00000133640	1.84101223215586	0.000101136151398	LRRIQ1	leucine rich repeats and IQ motif containing 1
ENSG00000180251	2.94022510368446	0.0001020815216107	SLC9A4	solute carrier family 9 member A4
ENSG00000204128	1.06231157675641	0.0001075231755819	C2orf72	chromosome 2 open reading frame 72
ENSG00000189410	-1.65098205596538	0.0001084198950288	SH2D5	SH2 domain containing 5
ENSG00000272141	1.07054775777038	0.0001120623815002		
ENSG00000198873	-1.12322936252646	0.0001133859894081	GRK5	G protein-coupled receptor kinase 5
ENSG00000135905	-1.0295595274659	0.000113541686857	DOCK10	dedicator of cytokinesis 10
ENSG00000167191	-1.04461624226663	0.0001142149451699	GPRC5B	G protein-coupled receptor class C group 5 member B
ENSG00000013297	1.05091161516117	0.0001144281418467	CLDN11	claudin 11
ENSG00000185864	1.06675575578698	0.0001163473415617		
ENSG00000117569	1.00659406039071	0.0001205307593243	PTBP2	polypyrimidine tract binding protein 2
ENSG00000205707	1.11039473434488	0.0001209370976943	ETFRF1	electron transfer flavoprotein regulatory factor 1
ENSG00000141646	1.43089375918313	0.0001296985247235	SMAD4	SMAD family member 4
ENSG00000099957	-1.84129758291749	0.0001311538549737	P2RX6	purinergic receptor P2X 6
ENSG00000164761	-2.98135645279466	0.0001359375769638	TNFRSF11B	TNF receptor superfamily member 11b
ENSG00000179598	-1.14565727691854	0.000136353157354	PLD6	phospholipase D family member 6
ENSG00000169064	6.34066276893243	0.0001377959039379	ZBBX	zinc finger B-box domain containing
ENSG00000244055	1.977565965439	0.0001456668448126		novel transcript, antisense to ERVW-1 and PEX1
ENSG00000258708	1.36271195985251	0.0001463212842845	SLC25A21-AS1	SLC25A21 antisense RNA 1
ENSG00000171431	3.83068193314079	0.0001475076929279		
ENSG00000145779	-1.11332074498839	0.0001552279429467	TNFAIP8	TNF alpha induced protein 8
ENSG00000078081	-1.46541926752513	0.0001557401151341	LAMP3	lysosomal associated membrane protein 3
ENSG00000160185	2.8816791414627	0.0001558441355528	UBASH3A	ubiquitin associated and SH3 domain containing A
ENSG00000142065	1.95756925808199	0.0001591357071319	ZFP14	ZFP14 zinc finger protein
ENSG00000186919	4.56739872566488	0.0001605722610118	ZACN	zinc activated ion channel
ENSG00000152527	1.0214123284173	0.0001689884774854	PLEKHH2	pleckstrin homology, MyTH4 and FERM domain containing H2
ENSG00000280987	1.38439489560604	0.0001691737862145	MATR3	matrin 3
ENSG00000261326	2.30855200997414	0.0001707538865322		
ENSG00000136457	2.11879670633165	0.0001833629685781	CHAD	chondroadherin
ENSG00000204642	-1.00818972214589	0.0001838325445958	HLA-F	major histocompatibility complex, class I, F
ENSG00000105426	6.41631388499425	0.0001845362808543	PTPRS	protein tyrosine phosphatase receptor type S
ENSG00000259332	-1.22937459779648	0.0001873739997053	ST20-MTHFS	ST20-MTHFS readthrough
ENSG00000070526	1.05740263247896	0.0001881259778963	ST6GALNAC1	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 1
ENSG00000138036	1.03452262773711	0.0001937415081541	DYNC2LI1	dynein cytoplasmic 2 light intermediate chain 1
ENSG00000129048	1.6946347242815	0.0001940790553249	ACKR4	atypical chemokine receptor 4
ENSG00000224165	2.48863265367747	0.000194860550107	DNAJC27-AS1	DNAJC27 antisense RNA 1
ENSG00000166959	2.25355012882927	0.0001954530352976	MS4A8	membrane spanning 4-domains A8
ENSG00000261455	1.22660329555169	0.0001957191277483	LINC01003	long intergenic non-protein coding RNA 1003
ENSG00000143344	1.04124147493901	0.0002009833006137	RGL1	ral guanine nucleotide dissociation stimulator like 1
ENSG00000076706	-1.52008545219023	0.0002161564513307	MCAM	melanoma cell adhesion molecule
ENSG00000196611	-3.00663828162587	0.0002195768707145	MMP1	matrix metallopeptidase 1
ENSG00000146192	1.57302391053634	0.0002205395418802	FGD2	FYVE, RhoGEF and PH domain containing 2
ENSG00000270607	-3.89355944588141	0.0002224387829232	LEISA1	lncRNA enhancing IL-6/STAT3 signaling activation 1
ENSG00000226887	-1.3720181388673	0.0002256575740905	ERVMER34-1	endogenous retrovirus group MER34 member 1, envelope
ENSG00000104691	1.0687911437123	0.0002261125893794	UBXN8	UBX domain protein 8
ENSG00000279159	1.27437174448969	0.0002338612385103		novel transcript, antisense to MTMR3
ENSG00000168955	4.06128991238928	0.000235846272717	TM4SF20	transmembrane 4 L six family member 20
ENSG00000187601	1.01903051114145	0.0002362964117684	MAGEH1	MAGE family member H1
ENSG00000185697	-1.1175074841613	0.0002396119656616	MYBL1	MYB proto-oncogene like 1
ENSG00000286282	3.74728633285029	0.0002537470284509		novel transcript, antisense to NOV
ENSG00000160781	1.20210820159793	0.0002544783893364	PAQR6	progestin and adipoQ receptor family member 6
ENSG00000108984	1.53099212565859	0.0002553836299461	MAP2K6	mitogen-activated protein kinase kinase 6
ENSG00000107159	3.2639107826571	0.0002576956530901	CA9	carbonic anhydrase 9
ENSG00000094755	1.93977063044026	0.0002622558239894	GABRP	gamma-aminobutyric acid type A receptor subunit pi
ENSG00000136014	4.83858182799952	0.0002622558239894	USP44	ubiquitin specific peptidase 44
ENSG00000184454	1.03986788264454	0.00027572565472	NCMAP	non-compact myelin associated protein
ENSG00000184792	-1.01513340668425	0.0002920011563981	OSBP2	oxysterol binding protein 2
ENSG00000172367	1.8536428419477	0.0003072489154412	NHERF4	NHERF family PDZ scaffold protein 4
ENSG00000175322	1.17705347428071	0.0003080625035759	ZNF519	zinc finger protein 519
ENSG00000159625	4.29157846660736	0.000313062394541	DRC7	dynein regulatory complex subunit 7
ENSG00000135407	1.58550120814698	0.0003169158542841	AVIL	advillin
ENSG00000229056	-1.81403687853649	0.0003191778098865	HECW2-AS1	HECW2 antisense RNA 1
ENSG00000157601	-1.86494649965833	0.0003397191377312	MX1	MX dynamin like GTPase 1
ENSG00000213085	1.87343054808082	0.0003403907724625	CFAP45	cilia and flagella associated protein 45
ENSG00000178538	1.55576043853145	0.0003519961433307	CA8	carbonic anhydrase 8
ENSG00000163462	2.41783314568926	0.0003581170412025	TRIM46	tripartite motif containing 46
ENSG00000196981	1.1367733207677	0.0003646810926615	WDR5B	WD repeat domain 5B
ENSG00000254995	6.344999372122	0.000364715702474	STX16-NPEPL1	STX16-NPEPL1 readthrough (NMD candidate)
ENSG00000134326	-1.25196884788529	0.0003716765257016	CMPK2	cytidine/uridine monophosphate kinase 2
ENSG00000261175	2.23749421281594	0.0003727054550631	LINC02188	long intergenic non-protein coding RNA 2188
ENSG00000147168	-1.09796837295404	0.0003816028554965	IL2RG	interleukin 2 receptor subunit gamma
ENSG00000118307	5.57985396118519	0.0003964660439603	DNAI7	dynein axonemal intermediate chain 7
ENSG00000114656	1.64796208194747	0.0004051160910957	CFAP92	cilia and flagella associated protein 92 (putative)
ENSG00000129595	1.61035717952188	0.000405406485892	EPB41L4A	erythrocyte membrane protein band 4.1 like 4A
ENSG00000197085	-3.28913433148275	0.0004234426960105	NPSR1-AS1	NPSR1 antisense RNA 1
ENSG00000101188	-1.09266755699837	0.0004378003421662	NTSR1	neurotensin receptor 1
ENSG00000242866	2.38663329350204	0.0004393956723809	STRC	stereocilin
ENSG00000157423	1.1080223699456	0.0004450520410913	HYDIN	HYDIN axonemal central pair apparatus protein
ENSG00000245849	1.07449438277661	0.0004468435887828	RAD51-AS1	RAD51 antisense RNA 1
