	log2FoldChange	padj	external_gene_name	Description
ENSG00000273760	-1.378718471458	2.14523258755391e-10		
ENSG00000186469	-2.60999892486836	2.23482197889141e-10	GNG2	G protein subunit gamma 2
ENSG00000154856	1.93257654987457	2.24540769893728e-10	APCDD1	APC down-regulated 1
ENSG00000132256	-1.0735180053134	2.3568546856404e-10	TRIM5	tripartite motif containing 5
ENSG00000100170	1.67987614793997	2.50170800729646e-10	SLC5A1	solute carrier family 5 member 1
ENSG00000119711	1.04265137816281	2.50645855322694e-10	ALDH6A1	aldehyde dehydrogenase 6 family member A1
ENSG00000173349	10.0401235389389	2.63898254157932e-10	SFT2D3	SFT2 domain containing 3
ENSG00000249550	-1.86251091613926	2.6515971966530803e-10	LINC01234	long intergenic non-protein coding RNA 1234
ENSG00000231770	1.42229351276518	2.80086288198901e-10	TMEM44-AS1	TMEM44 antisense RNA 1
ENSG00000183153	1.05835242421991	2.80174377604414e-10	GJD3	gap junction protein delta 3
ENSG00000065308	-1.018065426627	2.85249458415422e-10	TRAM2	translocation associated membrane protein 2
ENSG00000198860	1.06897768913731	3.02442496249173e-10	TSEN15	tRNA splicing endonuclease subunit 15
ENSG00000105879	-1.02384951619263	3.16994988219123e-10	CBLL1	Cbl proto-oncogene like 1
ENSG00000115008	-3.76528958359033	3.40938987253463e-10	IL1A	interleukin 1 alpha
ENSG00000006747	-1.49458599089804	3.5023880049678e-10	SCIN	scinderin
ENSG00000088756	-4.13602877277507	3.70472774781537e-10	ARHGAP28	Rho GTPase activating protein 28
ENSG00000146021	-1.10551091453019	3.82127699763086e-10	KLHL3	kelch like family member 3
ENSG00000198626	-2.52565873714972	4.0750855235374003e-10	RYR2	ryanodine receptor 2
ENSG00000128805	-2.58094658463745	4.09990452260027e-10	ARHGAP22	Rho GTPase activating protein 22
ENSG00000113838	1.24373018356339	4.15717557330187e-10	TBCCD1	TBCC domain containing 1
ENSG00000212747	-6.69932707386203	4.21065187256189e-10	RTL8B	retrotransposon Gag like 8B
ENSG00000162976	1.24198338314746	4.30730013510934e-10	SLC66A3	solute carrier family 66 member 3
ENSG00000164659	-1.62363944912474	4.68667097677887e-10	ELAPOR2	endosome-lysosome associated apoptosis and autophagy regulator family member 2
ENSG00000101400	1.10603802938996	4.8472261355012e-10	SNTA1	syntrophin alpha 1
ENSG00000169436	-6.52329760848542	5.26870620751357e-10	COL22A1	collagen type XXII alpha 1 chain
ENSG00000103196	-1.30160504485666	6.03790995526467e-10	CRISPLD2	cysteine rich secretory protein LCCL domain containing 2
ENSG00000169026	6.75810947027315	6.13779248670856e-10	SLC49A3	solute carrier family 49 member 3
ENSG00000276085	-4.077487086158	6.58053935757467e-10		
ENSG00000169330	-1.65962593984484	6.75836693364449e-10	MINAR1	membrane integral NOTCH2 associated receptor 1
ENSG00000077274	4.76914299786126	7.059336462906281e-10	CAPN6	calpain 6
ENSG00000134146	1.17661142221062	8.13216397163836e-10	DPH6	diphthamine biosynthesis 6
ENSG00000146112	-1.10335062059036	8.97827045293556e-10		
ENSG00000164414	-1.07911543245807	1.00956316491557e-09	SLC35A1	solute carrier family 35 member A1
ENSG00000141574	-3.08692392203366	1.0705878137222301e-09	SECTM1	secreted and transmembrane 1
ENSG00000168955	7.00040957433797	1.2154701179993302e-09	TM4SF20	transmembrane 4 L six family member 20
ENSG00000249992	-1.74484122356096	1.27055593045408e-09	TMEM158	transmembrane protein 158
ENSG00000198721	1.04942610266768	1.27924551398497e-09	ECI2	enoyl-CoA delta isomerase 2
ENSG00000229056	-4.50638122678062	1.3217328228519402e-09	HECW2-AS1	HECW2 antisense RNA 1
ENSG00000189052	-3.45905932255478	1.3358368528595301e-09	CGB5	chorionic gonadotropin subunit beta 5
ENSG00000168685	-2.69096747459463	1.34264279533567e-09	IL7R	interleukin 7 receptor
ENSG00000139926	-1.41033089224702	1.36202355336693e-09	FRMD6	FERM domain containing 6
ENSG00000107821	1.89249791141796	1.37954179704359e-09	KAZALD1	Kazal type serine peptidase inhibitor domain 1
ENSG00000118503	-2.29655628001762	1.37954179704359e-09	TNFAIP3	TNF alpha induced protein 3
ENSG00000137880	-2.12717041257166	1.4846470013091e-09	GCHFR	GTP cyclohydrolase I feedback regulator
ENSG00000188807	-1.13646682807295	1.4930106423441601e-09	TMEM201	transmembrane protein 201
ENSG00000117069	-3.51210009346739	1.57347363507947e-09	ST6GALNAC5	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5
ENSG00000162009	1.51890012777253	1.80715860028315e-09	SSTR5	somatostatin receptor 5
ENSG00000145979	1.42476215796349	1.90228311370081e-09	TBC1D7	TBC1 domain family member 7
ENSG00000134339	-1.47662654114732	1.95433998813621e-09	SAA2	serum amyloid A2
ENSG00000175567	-1.32326555446501	1.96172345316871e-09	UCP2	uncoupling protein 2
ENSG00000285933	-2.22250843706025	1.96401769026559e-09		
ENSG00000197355	-1.13663837645744	2.14060646591173e-09	UAP1L1	UDP-N-acetylglucosamine pyrophosphorylase 1 like 1
ENSG00000261052	1.41893606719491	2.21196247532374e-09	SULT1A3	sulfotransferase family 1A member 3
ENSG00000282988	1.85884041793472	2.43478074039721e-09		
ENSG00000164199	-1.12721756613864	2.46829736221336e-09	ADGRV1	adhesion G protein-coupled receptor V1
ENSG00000188549	-1.19213404229187	2.7022175996508502e-09	CCDC9B	coiled-coil domain containing 9B
ENSG00000074047	-2.10324891921076	2.7736185847968403e-09	GLI2	GLI family zinc finger 2
ENSG00000151240	1.79021127404658	2.99162953450441e-09	DIP2C	disco interacting protein 2 homolog C
ENSG00000258708	1.87981370424443	3.10422583812926e-09	SLC25A21-AS1	SLC25A21 antisense RNA 1
ENSG00000133321	-1.21615283245311	3.27250038996496e-09	PLAAT4	phospholipase A and acyltransferase 4
ENSG00000111845	1.03297299544784	3.4072742242048905e-09		
ENSG00000121380	1.34256825487727	3.49312608032576e-09		
ENSG00000262188	1.39429020361979	3.5513742293594503e-09	LINC01978	long intergenic non-protein coding RNA 1978
ENSG00000169031	-5.41402642811651	3.73981684471836e-09	COL4A3	collagen type IV alpha 3 chain
ENSG00000269313	2.83376662700071	3.834880610811481e-09		
ENSG00000108622	-1.09759103113232	4.10550200443047e-09	ICAM2	intercellular adhesion molecule 2
ENSG00000100234	7.47217407680833	4.27702838998029e-09	TIMP3	TIMP metallopeptidase inhibitor 3
ENSG00000258818	1.49120445780436	4.661942206696051e-09	RNASE4	ribonuclease A family member 4
ENSG00000162654	-1.25653448023377	5.020091713525931e-09	GBP4	guanylate binding protein 4
ENSG00000185100	1.34593099302323	5.38657442140054e-09	ADSS1	adenylosuccinate synthase 1
ENSG00000175115	-1.02373845560077	5.4844927674848805e-09	PACS1	phosphofurin acidic cluster sorting protein 1
ENSG00000042980	-1.31535634387186	5.54285193141463e-09	ADAM28	ADAM metallopeptidase domain 28
ENSG00000143353	1.29843532802402	5.61676746191745e-09	LYPLAL1	lysophospholipase like 1
ENSG00000140931	-1.16269533006346	5.96626100311932e-09	CMTM3	CKLF like MARVEL transmembrane domain containing 3
ENSG00000185339	-1.32088655178092	6.10944140936217e-09	TCN2	transcobalamin 2
ENSG00000205269	1.48916261436945	6.47966562384082e-09	TMEM170B	transmembrane protein 170B
ENSG00000114541	1.10172001946041	6.572091891410721e-09	FRMD4B	FERM domain containing 4B
ENSG00000189171	1.0201863153484	7.21224871631982e-09	S100A13	S100 calcium binding protein A13
ENSG00000107957	1.51501498331097	7.779023466875751e-09	SH3PXD2A	SH3 and PX domains 2A
ENSG00000198203	1.4153140096147	7.87506576965635e-09	SULT1C2	sulfotransferase family 1C member 2
ENSG00000137177	1.22316215293461	7.981637617576741e-09	KIF13A	kinesin family member 13A
ENSG00000173137	1.09865477264843	8.19678226733161e-09		
ENSG00000103226	-1.07557744324394	9.52301587997539e-09		
ENSG00000166897	-1.113540045993	1.00598057354941e-08	ELFN2	extracellular leucine rich repeat and fibronectin type III domain containing 2
ENSG00000169752	-1.58125186861307	1.07431562927344e-08	NRG4	neuregulin 4
ENSG00000205628	-4.265151648573	1.12266974052349e-08	LINC01446	long intergenic non-protein coding RNA 1446
ENSG00000137142	-1.63392622906013	1.15593109030152e-08	IGFBPL1	insulin like growth factor binding protein like 1
ENSG00000167889	-2.15055025779738	1.16023466984278e-08	MGAT5B	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B
ENSG00000269190	-1.40920410644307	1.18739168076073e-08		
ENSG00000240476	-2.20485787882955	1.23877294765719e-08	LINC00973	long intergenic non-protein coding RNA 973
ENSG00000184845	-1.98173419624546	1.30383490860836e-08	DRD1	dopamine receptor D1
ENSG00000267221	1.32894003999177	1.30522910453129e-08	C17orf113	chromosome 17 open reading frame 113
ENSG00000124766	1.04664914245551	1.30595295908508e-08	SOX4	SRY-box transcription factor 4
ENSG00000076641	-1.39835304708778	1.43666278817425e-08	PAG1	phosphoprotein membrane anchor with glycosphingolipid microdomains 1
ENSG00000213988	-2.03897788517934	1.50151370120016e-08	ZNF90	zinc finger protein 90
ENSG00000018236	5.72925402043203	1.66939696156793e-08	CNTN1	contactin 1
ENSG00000059377	2.4107956401725	1.68594025726065e-08	TBXAS1	thromboxane A synthase 1
ENSG00000026559	1.18780716927573	1.69895463097638e-08	KCNG1	potassium voltage-gated channel modifier subfamily G member 1
ENSG00000103888	3.23676153212296	1.80164931805331e-08	CEMIP	cell migration inducing hyaluronidase 1
ENSG00000151014	-1.63547669295912	1.80164931805331e-08	NOCT	nocturnin
ENSG00000165572	1.07369005690344	1.96272108300641e-08	KBTBD6	kelch repeat and BTB domain containing 6
ENSG00000197696	-1.06651639442545	1.97328103080769e-08		
ENSG00000198774	1.17569622601896	1.97693320970038e-08	RASSF9	Ras association domain family member 9
ENSG00000124875	-1.95264077297865	1.99877260041332e-08	CXCL6	C-X-C motif chemokine ligand 6
ENSG00000165507	1.05224979601526	2.19235950357101e-08	DEPP1	DEPP autophagy regulator 1
ENSG00000134668	-1.22669849298954	2.32612903856805e-08	SPOCD1	SPOC domain containing 1
ENSG00000089723	1.12132800924455	2.43138593379769e-08		
ENSG00000278834	1.26829663037941	2.4842468920684e-08		novel transcript, antisense to SMARCE1
ENSG00000004799	1.46633597154459	2.55380224990375e-08	PDK4	pyruvate dehydrogenase kinase 4
ENSG00000124249	1.27368109174983	2.63956836601446e-08	KCNK15	potassium two pore domain channel subfamily K member 15
ENSG00000168301	1.29925145801463	2.6689830292206e-08	KCTD6	potassium channel tetramerization domain containing 6
ENSG00000187372	-1.72344362139171	2.83018022290101e-08		
ENSG00000133019	-2.40854908951087	2.92781862516725e-08	CHRM3	cholinergic receptor muscarinic 3
ENSG00000264230	-5.04183392247915	2.95276154246581e-08	ANXA8L1	annexin A8 like 1
ENSG00000129007	1.0539298050894	3.02525318854962e-08	CALML4	calmodulin like 4
ENSG00000134363	-1.34484275939576	3.04861008673145e-08	FST	follistatin
ENSG00000135312	2.04196334884413	3.12956761930771e-08	HTR1B	5-hydroxytryptamine receptor 1B
ENSG00000168993	-1.4524010806858	3.14146361655704e-08	CPLX1	complexin 1
ENSG00000137285	1.90944952016863	3.24289696403052e-08	TUBB2B	tubulin beta 2B class IIb
ENSG00000110031	-1.45390979707412	3.563442217795e-08	LPXN	leupaxin
ENSG00000183671	-7.29238394028503	3.61056511902943e-08		
ENSG00000184500	1.05546225576236	3.62587992278049e-08	PROS1	protein S
ENSG00000112304	1.29281126040344	3.85809947156798e-08	ACOT13	acyl-CoA thioesterase 13
ENSG00000099260	2.42879837415784	3.98664108414936e-08	PALMD	palmdelphin
ENSG00000197863	2.03637036279002	4.07873629806046e-08	ZNF790	zinc finger protein 790
ENSG00000168566	1.12640191736124	4.30229029222819e-08	SNRNP48	small nuclear ribonucleoprotein U11/U12 subunit 48
ENSG00000135842	-1.29549748026503	4.59926859363134e-08	NIBAN1	niban apoptosis regulator 1
ENSG00000254101	3.25869703330322	4.8087465967083e-08	LINC02055	long intergenic non-protein coding RNA 2055
ENSG00000124787	1.35693597320582	4.82173567245228e-08	RPP40	ribonuclease P/MRP subunit p40
ENSG00000181381	-1.12953799704114	4.87377970363083e-08	DDX60L	DExD/H-box 60 like
ENSG00000019582	-1.71246822122517	4.95862688594867e-08	CD74	CD74 molecule
ENSG00000169213	1.11024429427055	4.95862688594867e-08	RAB3B	RAB3B, member RAS oncogene family
ENSG00000104691	1.52626556102584	5.01294405788585e-08	UBXN8	UBX domain protein 8
ENSG00000170270	1.16175520633089	5.05256380459861e-08	GON7	GON7 subunit of KEOPS complex
ENSG00000135362	-2.31229093069601	5.37234770723103e-08	PRR5L	proline rich 5 like
ENSG00000153093	-1.87612838413125	5.4312414112278e-08	ACOXL	acyl-CoA oxidase like
ENSG00000150347	1.06591840008077	5.45464200770551e-08	ARID5B	AT-rich interaction domain 5B
ENSG00000146950	-1.0237893346115	5.61497213083509e-08	SHROOM2	shroom family member 2
ENSG00000106031	1.33334951573558	5.71601479223227e-08	HOXA13	homeobox A13
ENSG00000170873	1.17379489972759	5.99479736757223e-08	MTSS1	MTSS I-BAR domain containing 1
ENSG00000136425	-1.49286612110727	6.12495822317272e-08	CIB2	calcium and integrin binding family member 2
ENSG00000204934	-1.69909254039863	6.43124765196511e-08	ATP6V0E2-AS1	ATP6V0E2 antisense RNA 1
ENSG00000143167	3.71242724562934	6.48784548252935e-08	GPA33	glycoprotein A33
ENSG00000123191	1.06095406786123	6.59937493470196e-08	ATP7B	ATPase copper transporting beta
ENSG00000154133	-4.09180503614654	6.64515733855125e-08	ROBO4	roundabout guidance receptor 4
ENSG00000143590	1.20277085836765	6.75139119613357e-08	EFNA3	ephrin A3
ENSG00000114405	1.13762386233077	7.01131576692864e-08	CEP15	centrosomal protein 15
ENSG00000175311	2.28886731333285	7.06084694941923e-08		
ENSG00000127080	-1.05722325611076	7.23039588348649e-08	IPPK	inositol-pentakisphosphate 2-kinase
ENSG00000147168	-1.59447691817918	7.33592437330449e-08	IL2RG	interleukin 2 receptor subunit gamma
ENSG00000181315	1.37232233303681	7.44555723952002e-08	ZNF322	zinc finger protein 322
ENSG00000076706	-2.67848364618739	7.86706811995082e-08	MCAM	melanoma cell adhesion molecule
ENSG00000132334	-1.29064893022744	8.10731978912042e-08	PTPRE	protein tyrosine phosphatase receptor type E
ENSG00000127528	1.14057361823012	8.37394848147155e-08	KLF2	KLF transcription factor 2
ENSG00000227640	2.36362354793043	8.43870080649524e-08	SOX21-AS1	SOX21 antisense divergent transcript 1
ENSG00000171236	1.01451867554837	9.29237959574525e-08	LRG1	leucine rich alpha-2-glycoprotein 1
ENSG00000167080	-3.78362466178377	9.85524195991969e-08	B4GALNT2	beta-1,4-N-acetyl-galactosaminyltransferase 2
ENSG00000137274	1.20537149197676	1.01886062168182e-07	BPHL	biphenyl hydrolase like
ENSG00000099994	-2.28104571948761	1.04736367427975e-07	SUSD2	sushi domain containing 2
ENSG00000174130	-1.63753586452319	1.06216092543114e-07	TLR6	toll like receptor 6
ENSG00000259207	2.74416916415258	1.09798232489889e-07	ITGB3	integrin subunit beta 3
ENSG00000164039	1.10916546521075	1.10183231591156e-07	BDH2	3-hydroxybutyrate dehydrogenase 2
ENSG00000290032	1.22400261079381	1.1169003257878e-07		
ENSG00000196136	2.62403847738717	1.13611314683328e-07	SERPINA3	serpin family A member 3
ENSG00000179361	-1.29658116162666	1.13944077539888e-07	ARID3B	AT-rich interaction domain 3B
ENSG00000159208	-2.79617878764696	1.18852820693684e-07	CIART	circadian associated repressor of transcription
ENSG00000214193	-1.14331652795627	1.28816541310536e-07	SH3D21	SH3 domain containing 21
ENSG00000132688	-1.16837713325574	1.29955230936348e-07	NES	nestin
ENSG00000175544	-4.58437024257138	1.43323027728373e-07	CABP4	calcium binding protein 4
ENSG00000008735	-1.13166332835956	1.48088970203373e-07	MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2
ENSG00000018408	-1.03381900309452	1.58247938647991e-07	WWTR1	WW domain containing transcription regulator 1
ENSG00000131187	-1.15500263441816	1.62945658573978e-07	F12	coagulation factor XII
ENSG00000236008	1.80988244231701	1.64379723898362e-07	LINC01814	long intergenic non-protein coding RNA 1814
ENSG00000125384	1.88907966681841	1.68730973987391e-07	PTGER2	prostaglandin E receptor 2
ENSG00000187486	1.87145233821116	1.71307747208435e-07	KCNJ11	potassium inwardly rectifying channel subfamily J member 11
ENSG00000139144	-2.99308131819496	1.71981859322714e-07	PIK3C2G	phosphatidylinositol-4-phosphate 3-kinase catalytic subunit type 2 gamma
ENSG00000114166	1.19265643239828	1.77883621230278e-07	KAT2B	lysine acetyltransferase 2B
ENSG00000065534	-1.64652632084454	2.06073761807342e-07	MYLK	myosin light chain kinase
ENSG00000181458	-1.29052581311118	2.11159155115169e-07	TMEM45A	transmembrane protein 45A
ENSG00000099957	-2.66909242682386	2.34128051464183e-07	P2RX6	purinergic receptor P2X 6
ENSG00000124788	1.64365684984158	2.42714380788711e-07	ATXN1	ataxin 1
ENSG00000125618	-1.74333885894079	2.49695910755648e-07	PAX8	paired box 8
ENSG00000126016	-1.25242303998437	2.55467117247365e-07	AMOT	angiomotin
ENSG00000286134	3.34511268057571	2.81393442238606e-07		
ENSG00000155265	-1.14090208620758	2.88674732132277e-07	GOLGA7B	golgin A7 family member B
ENSG00000184160	1.59063656423495	2.90024417809884e-07	ADRA2C	adrenoceptor alpha 2C
ENSG00000102962	2.64016435823744	3.11274129730044e-07	CCL22	C-C motif chemokine ligand 22
ENSG00000140025	1.04176687786278	3.35161221340193e-07	EFCAB11	EF-hand calcium binding domain 11
ENSG00000109956	-1.35405065598307	3.44929987458294e-07	B3GAT1	beta-1,3-glucuronyltransferase 1
ENSG00000206337	-1.08186406406312	3.55555019983713e-07		
ENSG00000121753	-1.28258866516836	3.69896472710136e-07	ADGRB2	adhesion G protein-coupled receptor B2
ENSG00000162989	6.26549800644338	3.98285326757559e-07	KCNJ3	potassium inwardly rectifying channel subfamily J member 3
ENSG00000259953	-1.44394111139137	4.25337572843365e-07	LINC02977	long intergenic non-protein coding RNA 2977
ENSG00000174501	1.51077722491686	4.27075564529001e-07	ANKRD36C	ankyrin repeat domain 36C
ENSG00000135454	-1.85137355713017	4.35590472969743e-07	B4GALNT1	beta-1,4-N-acetyl-galactosaminyltransferase 1
ENSG00000237440	-3.64621298041206	4.51824220795891e-07	ZNF737	zinc finger protein 737
ENSG00000254726	1.36373046044264	4.76453925984597e-07	MEX3A	mex-3 RNA binding family member A
ENSG00000254122	-4.44035830424166	4.87592255786684e-07	PCDHGB7	protocadherin gamma subfamily B, 7
ENSG00000124508	1.30233567338785	5.01011957449802e-07	BTN2A2	butyrophilin subfamily 2 member A2
ENSG00000178934	4.40044871599516	5.26066402518719e-07		
ENSG00000138696	1.72506018620686	5.36789322521867e-07	BMPR1B	bone morphogenetic protein receptor type 1B
ENSG00000169220	-1.0074084085604	5.66781881262228e-07	RGS14	regulator of G protein signaling 14
ENSG00000119782	1.60335520093908	5.68171798953517e-07	FKBP1B	FKBP prolyl isomerase 1B
ENSG00000168000	-1.60440854936573	5.91529887094588e-07	BSCL2	BSCL2 lipid droplet biogenesis associated, seipin
ENSG00000135363	1.05033889083162	6.40671525908286e-07	LMO2	LIM domain only 2
ENSG00000164970	-1.31715107659721	6.77841673706887e-07	FAM219A	family with sequence similarity 219 member A
ENSG00000251629	-5.32946482351885	6.80605121901867e-07	LINC02241	long intergenic non-protein coding RNA 2241
ENSG00000105245	-1.07149828075451	6.94806741188231e-07	NUMBL	NUMB like endocytic adaptor protein
ENSG00000166106	-1.89672561588665	7.08263510716662e-07	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15
ENSG00000250644	-1.10849716568021	7.21544935076308e-07		
ENSG00000101236	-1.11805219212458	7.7473668607302e-07	RNF24	ring finger protein 24
ENSG00000204516	-1.02204721016864	8.13821601209494e-07	MICB	MHC class I polypeptide-related sequence B
ENSG00000075223	-1.50160877130679	8.35363817262544e-07	SEMA3C	semaphorin 3C
ENSG00000172331	-1.1858013303089	8.62098660023558e-07	BPGM	bisphosphoglycerate mutase
ENSG00000132031	1.44959544554165	8.65246850435155e-07	MATN3	matrilin 3
ENSG00000088970	2.0790013995932	8.67535282977173e-07	KIZ	kizuna centrosomal protein
ENSG00000046774	6.88782321051557	9.05380127968844e-07	MAGEC2	MAGE family member C2
ENSG00000145982	1.06082166683582	9.17173104504404e-07	FARS2	phenylalanyl-tRNA synthetase 2, mitochondrial
ENSG00000174928	1.09003302792772	9.45486599808709e-07	C3orf33	chromosome 3 open reading frame 33
ENSG00000135929	-3.95695783557002	9.46614694441551e-07	CYP27A1	cytochrome P450 family 27 subfamily A member 1
ENSG00000171806	1.13678679871163	9.51278006138423e-07	METTL18	methyltransferase 18, RPL3 N3(tau)-histidine
ENSG00000115112	-1.29514612988498	1.04868733062624e-06	TFCP2L1	transcription factor CP2 like 1
ENSG00000078967	-1.30780624289791	1.07627643964895e-06	UBE2D4	ubiquitin conjugating enzyme E2 D4 (putative)
ENSG00000073605	1.19500604983281	1.11953011375598e-06	GSDMB	gasdermin B
ENSG00000214376	1.29994123723529	1.15479506437256e-06	VSTM5	V-set and transmembrane domain containing 5
ENSG00000107021	-1.0450691560592	1.16719132832543e-06	TBC1D13	TBC1 domain family member 13
ENSG00000043591	2.18893017202716	1.2251041836065e-06	ADRB1	adrenoceptor beta 1
ENSG00000171877	-1.03343479387319	1.24703358871863e-06	FRMD5	FERM domain containing 5
ENSG00000149527	-1.30850877283694	1.33023986831986e-06	PLCH2	phospholipase C eta 2
ENSG00000235300	-2.40953792798245	1.33073771356285e-06	SKAP1-AS2	SKAP1 antisense RNA 2
ENSG00000145990	1.13429465946225	1.353133626137e-06	GFOD1	Gfo/Idh/MocA-like oxidoreductase domain containing 1
ENSG00000168237	1.3284720217043	1.3986471772021e-06	GLYCTK	glycerate kinase
ENSG00000283992	6.88746433825346	1.42194702670812e-06	SLURP2	secreted LY6/PLAUR domain containing 2
ENSG00000119547	1.48080022815706	1.47357506946004e-06	ONECUT2	one cut homeobox 2
ENSG00000100473	-1.17686931270931	1.60455974843965e-06	COCH	cochlin
ENSG00000104447	1.47968418544772	1.78671999113396e-06	TRPS1	transcriptional repressor GATA binding 1
ENSG00000166959	2.59395360876643	1.84135171125386e-06	MS4A8	membrane spanning 4-domains A8
ENSG00000140279	1.9789262325456	1.85701023869593e-06	DUOX2	dual oxidase 2
ENSG00000145779	-1.3420448206796	1.90797712927428e-06	TNFAIP8	TNF alpha induced protein 8
ENSG00000171450	-6.79922382301478	1.98872429499239e-06	CDK5R2	cyclin dependent kinase 5 regulatory subunit 2
ENSG00000134874	1.2708462918319	2.03367130403931e-06	DZIP1	DAZ interacting zinc finger protein 1
ENSG00000139292	2.23684900413662	2.08500582521106e-06	LGR5	leucine rich repeat containing G protein-coupled receptor 5
ENSG00000108176	-1.57206270951821	2.11557198642939e-06	DNAJC12	DnaJ heat shock protein family (Hsp40) member C12
ENSG00000108669	-1.34506080435882	2.16001721550172e-06	CYTH1	cytohesin 1
ENSG00000000971	-1.13196027629306	2.22440804747694e-06	CFH	complement factor H
ENSG00000184005	1.79966300239463	2.23127146727693e-06	ST6GALNAC3	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 3
ENSG00000253187	4.94504810707773	2.26859983498449e-06	HOXA10-AS	HOXA10 antisense RNA
ENSG00000143365	3.05968780588521	2.33027665856241e-06	RORC	RAR related orphan receptor C
ENSG00000167191	-1.3226820998952	2.39012216047884e-06	GPRC5B	G protein-coupled receptor class C group 5 member B
ENSG00000167081	-1.3358223698085	2.4549177282154e-06	PBX3	PBX homeobox 3
ENSG00000196826	7.03025502472226	2.45950709156157e-06		
ENSG00000081041	-1.05074046957683	2.48233701379602e-06	CXCL2	C-X-C motif chemokine ligand 2
ENSG00000156298	2.20281844146188	2.50520472534004e-06	TSPAN7	tetraspanin 7
ENSG00000077092	1.3822313815382	2.51553456899484e-06	RARB	retinoic acid receptor beta
ENSG00000180822	1.05431252436987	2.56743719341993e-06	PSMG4	proteasome assembly chaperone 4
ENSG00000088726	-3.88768852201191	2.62367800959925e-06	TMEM40	transmembrane protein 40
ENSG00000122641	-2.38157239245837	2.73054053208116e-06	INHBA	inhibin subunit beta A
ENSG00000151623	1.55999891510264	2.77637585693401e-06	NR3C2	nuclear receptor subfamily 3 group C member 2
ENSG00000026103	-1.00820502194969	2.88024932543616e-06	FAS	Fas cell surface death receptor
ENSG00000106976	-1.03096821843716	3.28942377741525e-06	DNM1	dynamin 1
ENSG00000180596	1.36593768375228	3.31096198487319e-06	H2BC4	H2B clustered histone 4
ENSG00000006459	1.16317745903903	3.44968058531933e-06	KDM7A	lysine demethylase 7A
ENSG00000227403	1.11957967641393	3.49462226134037e-06	LINC01806	long intergenic non-protein coding RNA 1806
ENSG00000142552	1.49594519999405	3.51500571531872e-06	RCN3	reticulocalbin 3
ENSG00000100154	-1.25341417053421	3.53253643810918e-06	TTC28	tetratricopeptide repeat domain 28
ENSG00000139679	1.73357325649404	3.53253643810918e-06	LPAR6	lysophosphatidic acid receptor 6
ENSG00000111012	-1.47100884452984	3.71165502523877e-06	CYP27B1	cytochrome P450 family 27 subfamily B member 1
ENSG00000058335	-3.36681413805361	3.7331023012713e-06	RASGRF1	Ras protein specific guanine nucleotide releasing factor 1
ENSG00000188428	1.20605418765802	3.75754687492067e-06	BLOC1S5	biogenesis of lysosomal organelles complex 1 subunit 5
ENSG00000158125	-1.15048416935568	3.78580680844068e-06	XDH	xanthine dehydrogenase
ENSG00000257621	1.08273912067309	3.8131381928014e-06	PSMA3-AS1	PSMA3 antisense RNA 1
ENSG00000121236	-1.75013823310592	3.85526596647615e-06	TRIM6	tripartite motif containing 6
ENSG00000183688	1.44111797393606	3.86329474114072e-06		
ENSG00000124635	1.16791086302121	4.33384377598615e-06	H2BC11	H2B clustered histone 11
ENSG00000169562	1.98642165233772	4.44428479709867e-06	GJB1	gap junction protein beta 1
ENSG00000196353	-2.67565881791482	4.81157445108465e-06	CPNE4	copine 4
ENSG00000114270	-1.49022104382211	4.9700940564428e-06	COL7A1	collagen type VII alpha 1 chain
ENSG00000183760	-1.59693961122104	4.97672145493842e-06	ACP7	acid phosphatase 7, tartrate resistant (putative)
ENSG00000149557	-1.31154610895039	5.17895859796021e-06	FEZ1	fasciculation and elongation protein zeta 1
ENSG00000196611	1.91399005477103	5.26543046553161e-06	MMP1	matrix metallopeptidase 1
ENSG00000206538	-1.70773212691651	5.54691547809464e-06	VGLL3	vestigial like family member 3
ENSG00000282851	-2.42980295269429	5.77484902801448e-06	BISPR	BST2 interferon stimulated positive regulator
ENSG00000135074	-2.13820253990421	5.93376838070545e-06	ADAM19	ADAM metallopeptidase domain 19
ENSG00000041982	-4.02603230988981	5.9785933697256e-06	TNC	tenascin C
ENSG00000114378	1.98655867656401	5.9785933697256e-06	HYAL1	hyaluronidase 1
ENSG00000251144	-1.92076296605811	6.08122294479612e-06		
ENSG00000019186	1.27440096515851	6.10044107071586e-06	CYP24A1	cytochrome P450 family 24 subfamily A member 1
ENSG00000152377	-1.57022037824404	6.11513105425304e-06	SPOCK1	SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1
ENSG00000170209	-3.31312400834424	6.27571744341763e-06	ANKK1	ankyrin repeat and kinase domain containing 1
ENSG00000106565	-1.90204897057726	6.41051893892525e-06	TMEM176B	transmembrane protein 176B
ENSG00000163661	-3.08449681322913	6.61739447692934e-06	PTX3	pentraxin 3
ENSG00000100478	1.20410237436106	6.63025976238388e-06	AP4S1	adaptor related protein complex 4 subunit sigma 1
ENSG00000173080	2.8524249256025	6.8971347435828e-06	RXFP4	relaxin family peptide/INSL5 receptor 4
