ENSEMBL	Symbol	Description	Biotype
ENSG00000115137	DNAJC27	DnaJ heat shock protein family (Hsp40) member C27	protein_coding
ENSG00000115616	SLC9A2	solute carrier family 9 member A2	protein_coding
ENSG00000124233	SEMG1	semenogelin 1	protein_coding
ENSG00000290762		novel transcript	lncRNA
ENSG00000139289	PHLDA1	pleckstrin homology like domain family A member 1	protein_coding
ENSG00000035664	DAPK2	death associated protein kinase 2	protein_coding
ENSG00000145526	CDH18	cadherin 18	protein_coding
ENSG00000010322	NISCH	nischarin	protein_coding
ENSG00000143416	SELENBP1	selenium binding protein 1	protein_coding
ENSG00000101180	HRH3	histamine receptor H3	protein_coding
ENSG00000205707	ETFRF1	electron transfer flavoprotein regulatory factor 1	protein_coding
ENSG00000124882	EREG	epiregulin	protein_coding
ENSG00000173585	CCR9	C-C motif chemokine receptor 9	protein_coding
ENSG00000146477	SLC22A3	solute carrier family 22 member 3	protein_coding
ENSG00000167757	KLK11	kallikrein related peptidase 11	protein_coding
ENSG00000156931	VPS8	VPS8 subunit of CORVET complex	protein_coding
ENSG00000108511	HOXB6	homeobox B6	protein_coding
ENSG00000155561	NUP205	nucleoporin 205	protein_coding
ENSG00000165799	RNASE7	ribonuclease A family member 7	protein_coding
ENSG00000163661	PTX3	pentraxin 3	protein_coding
ENSG00000204767	INSYN2B	inhibitory synaptic factor family member 2B	protein_coding
ENSG00000185551	NR2F2	nuclear receptor subfamily 2 group F member 2	protein_coding
ENSG00000289539		novel transcript	lncRNA
ENSG00000257556	LINC02298	long intergenic non-protein coding RNA 2298	lncRNA
ENSG00000156313	RPGR	retinitis pigmentosa GTPase regulator	protein_coding
ENSG00000249884	RNF103-CHMP3	RNF103-CHMP3 readthrough	protein_coding
ENSG00000063660	GPC1	glypican 1	protein_coding
ENSG00000129480	DTD2	D-aminoacyl-tRNA deacylase 2	protein_coding
ENSG00000237638	LINC02245	long intergenic non-protein coding RNA 2245	lncRNA
ENSG00000183873	SCN5A	sodium voltage-gated channel alpha subunit 5	protein_coding
ENSG00000119403	PHF19	PHD finger protein 19	protein_coding
ENSG00000186017	ZNF566	zinc finger protein 566	protein_coding
ENSG00000167889	MGAT5B	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B	protein_coding
ENSG00000138696	BMPR1B	bone morphogenetic protein receptor type 1B	protein_coding
ENSG00000041982	TNC	tenascin C	protein_coding
ENSG00000157510	AFAP1L1	actin filament associated protein 1 like 1	protein_coding
ENSG00000213694	S1PR3	sphingosine-1-phosphate receptor 3	protein_coding
ENSG00000106348	IMPDH1	inosine monophosphate dehydrogenase 1	protein_coding
ENSG00000015520	NPC1L1	NPC1 like intracellular cholesterol transporter 1	protein_coding
ENSG00000233077	LINC01271	long intergenic non-protein coding RNA 1271	lncRNA
ENSG00000175311	ANKS4B	ankyrin repeat and sterile alpha motif domain containing 4B	protein_coding
ENSG00000160352	ZNF714	zinc finger protein 714	protein_coding
ENSG00000167772	ANGPTL4	angiopoietin like 4	protein_coding
ENSG00000180316	PNPLA1	patatin like phospholipase domain containing 1	protein_coding
ENSG00000173559	NABP1	nucleic acid binding protein 1	protein_coding
ENSG00000144821	MYH15	myosin heavy chain 15	protein_coding
ENSG00000137449	CPEB2	cytoplasmic polyadenylation element binding protein 2	protein_coding
ENSG00000139597	N4BP2L1	NEDD4 binding protein 2 like 1	protein_coding
ENSG00000213062		novel transcript	lncRNA
ENSG00000197863	ZNF790	zinc finger protein 790	protein_coding
ENSG00000123191	ATP7B	ATPase copper transporting beta	protein_coding
ENSG00000066185	ZMYND12	zinc finger MYND-type containing 12	protein_coding
ENSG00000224186	PITX1-AS1	PITX1 antisense RNA 1	lncRNA
ENSG00000127528	KLF2	KLF transcription factor 2	protein_coding
ENSG00000286042	LCAL1	lung cancer associated lncRNA 1	lncRNA
ENSG00000251349	MSANTD3-TMEFF1	MSANTD3-TMEFF1 readthrough	protein_coding
ENSG00000291065		novel transcript	lncRNA
ENSG00000287566		novel transcript	lncRNA
ENSG00000166833	NAV2	neuron navigator 2	protein_coding
ENSG00000264247	ZNF407-AS1	ZNF407 antisense RNA 1	lncRNA
ENSG00000128918	ALDH1A2	aldehyde dehydrogenase 1 family member A2	protein_coding
ENSG00000116906	GNPAT	glyceronephosphate O-acyltransferase	protein_coding
ENSG00000235098	ANKRD65	ankyrin repeat domain 65	protein_coding
ENSG00000163364	LINC01116	long intergenic non-protein coding RNA 1116	lncRNA
ENSG00000183696	UPP1	uridine phosphorylase 1	protein_coding
ENSG00000158125	XDH	xanthine dehydrogenase	protein_coding
ENSG00000165072	MAMDC2	MAM domain containing 2	protein_coding
ENSG00000085662	AKR1B1	aldo-keto reductase family 1 member B	protein_coding
ENSG00000167034	NKX3-1	NK3 homeobox 1	protein_coding
ENSG00000145990	GFOD1	Gfo/Idh/MocA-like oxidoreductase domain containing 1	protein_coding
ENSG00000211455	STK38L	serine/threonine kinase 38 like	protein_coding
ENSG00000188042	ARL4C	ADP ribosylation factor like GTPase 4C	protein_coding
ENSG00000171877	FRMD5	FERM domain containing 5	protein_coding
ENSG00000107518	ATRNL1	attractin like 1	protein_coding
ENSG00000127080	IPPK	inositol-pentakisphosphate 2-kinase	protein_coding
ENSG00000117069	ST6GALNAC5	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	protein_coding
ENSG00000104237	RP1	RP1 axonemal microtubule associated	protein_coding
ENSG00000135315	CEP162	centrosomal protein 162	protein_coding
ENSG00000166535	A2ML1	alpha-2-macroglobulin like 1	protein_coding
ENSG00000156172	CFAP418	cilia and flagella associated protein 418	protein_coding
ENSG00000086289	EPDR1	ependymin related 1	protein_coding
ENSG00000274021		novel transcript, antisense to DUSP6	lncRNA
ENSG00000127191	TRAF2	TNF receptor associated factor 2	protein_coding
ENSG00000171522	PTGER4	prostaglandin E receptor 4	protein_coding
ENSG00000114786	ABHD14A-ACY1	ABHD14A-ACY1 readthrough	protein_coding
ENSG00000224032	EPB41L4A-AS1	EPB41L4A antisense RNA 1	lncRNA
ENSG00000088726	TMEM40	transmembrane protein 40	protein_coding
ENSG00000234380	LINC01426	long intergenic non-protein coding RNA 1426	lncRNA
ENSG00000163634	THOC7	THO complex subunit 7	protein_coding
ENSG00000144741	SLC25A26	solute carrier family 25 member 26	protein_coding
ENSG00000160181	TFF2	trefoil factor 2	protein_coding
ENSG00000105251	SHD	Src homology 2 domain containing transforming protein D	protein_coding
ENSG00000135905	DOCK10	dedicator of cytokinesis 10	protein_coding
ENSG00000145779	TNFAIP8	TNF alpha induced protein 8	protein_coding
ENSG00000196141	SPATS2L	spermatogenesis associated serine rich 2 like	protein_coding
ENSG00000053747	LAMA3	laminin subunit alpha 3	protein_coding
ENSG00000128595	CALU	calumenin	protein_coding
ENSG00000119711	ALDH6A1	aldehyde dehydrogenase 6 family member A1	protein_coding
ENSG00000146112	PPP1R18	protein phosphatase 1 regulatory subunit 18	protein_coding
ENSG00000241697	TMEFF1	transmembrane protein with EGF like and two follistatin like domains 1	protein_coding
ENSG00000163121	NEURL3	neuralized E3 ubiquitin protein ligase 3	protein_coding
ENSG00000164056	SPRY1	sprouty RTK signaling antagonist 1	protein_coding
ENSG00000009765	IYD	iodotyrosine deiodinase	protein_coding
ENSG00000123685	BATF3	basic leucine zipper ATF-like transcription factor 3	protein_coding
ENSG00000167080	B4GALNT2	beta-1,4-N-acetyl-galactosaminyltransferase 2	protein_coding
ENSG00000026103	FAS	Fas cell surface death receptor	protein_coding
ENSG00000165757	JCAD	junctional cadherin 5 associated	protein_coding
ENSG00000290002		novel transcript, sense intronic to OOEP	lncRNA
ENSG00000166897	ELFN2	extracellular leucine rich repeat and fibronectin type III domain containing 2	protein_coding
ENSG00000168386	FILIP1L	filamin A interacting protein 1 like	protein_coding
ENSG00000059804	SLC2A3	solute carrier family 2 member 3	protein_coding
ENSG00000270607	LEISA1	lncRNA enhancing IL-6/STAT3 signaling activation 1	lncRNA
ENSG00000129173	E2F8	E2F transcription factor 8	protein_coding
ENSG00000168453	HR	HR lysine demethylase and nuclear receptor corepressor	protein_coding
ENSG00000137177	KIF13A	kinesin family member 13A	protein_coding
ENSG00000184792	OSBP2	oxysterol binding protein 2	protein_coding
ENSG00000115750	TAF1B	TATA-box binding protein associated factor, RNA polymerase I subunit B	protein_coding
ENSG00000171130	ATP6V0E2	ATPase H+ transporting V0 subunit e2	protein_coding
ENSG00000289688		novel transcript	lncRNA
ENSG00000110848	CD69	CD69 molecule	protein_coding
ENSG00000184845	DRD1	dopamine receptor D1	protein_coding
ENSG00000290999		novel transcript	lncRNA
ENSG00000140519	RHCG	Rh family C glycoprotein	protein_coding
ENSG00000176463	SLCO3A1	solute carrier organic anion transporter family member 3A1	protein_coding
ENSG00000114503	NCBP2	nuclear cap binding protein subunit 2	protein_coding
ENSG00000175130	MARCKSL1	MARCKS like 1	protein_coding
ENSG00000105088	OLFM2	olfactomedin 2	protein_coding
ENSG00000121753	ADGRB2	adhesion G protein-coupled receptor B2	protein_coding
ENSG00000148288	GBGT1	globoside alpha-1,3-N-acetylgalactosaminyltransferase 1 (FORS blood group)	protein_coding
ENSG00000105953	OGDH	oxoglutarate dehydrogenase	protein_coding
ENSG00000116544	DLGAP3	DLG associated protein 3	protein_coding
ENSG00000213139	CRYGS	crystallin gamma S	protein_coding
ENSG00000272636	DOC2B	double C2 domain beta	protein_coding
ENSG00000266947		novel transcript, antisense SLFN5	lncRNA
ENSG00000140044	JDP2	Jun dimerization protein 2	protein_coding
ENSG00000147180	ZNF711	zinc finger protein 711	protein_coding
ENSG00000073605	GSDMB	gasdermin B	protein_coding
ENSG00000288927		novel transcript	lncRNA
ENSG00000167323	STIM1	stromal interaction molecule 1	protein_coding
ENSG00000287910		novel transcript	lncRNA
ENSG00000174502	SLC26A9	solute carrier family 26 member 9	protein_coding
ENSG00000166347	CYB5A	cytochrome b5 type A	protein_coding
ENSG00000129518	EAPP	E2F associated phosphoprotein	protein_coding
ENSG00000229980	TOB1-AS1	TOB1 antisense RNA 1	lncRNA
ENSG00000128641	MYO1B	myosin IB	protein_coding
ENSG00000173926	MARCHF3	membrane associated ring-CH-type finger 3	protein_coding
ENSG00000124145	SDC4	syndecan 4	protein_coding
ENSG00000170743	SYT9	synaptotagmin 9	protein_coding
ENSG00000221990	EXOC3-AS1	EXOC3 antisense RNA 1	lncRNA
ENSG00000163131	CTSS	cathepsin S	protein_coding
ENSG00000135604	STX11	syntaxin 11	protein_coding
ENSG00000114166	KAT2B	lysine acetyltransferase 2B	protein_coding
ENSG00000258289	CHURC1	churchill domain containing 1	protein_coding
ENSG00000290547		novel transcript	lncRNA
ENSG00000233041	PHGR1	proline, histidine and glycine rich 1	protein_coding
ENSG00000176046	NUPR1	nuclear protein 1, transcriptional regulator	protein_coding
ENSG00000256268	LINC02454	long intergenic non-protein coding RNA 2454	lncRNA
ENSG00000073849	ST6GAL1	ST6 beta-galactoside alpha-2,6-sialyltransferase 1	protein_coding
ENSG00000149131	SERPING1	serpin family G member 1	protein_coding
ENSG00000259498	TPM1-AS	TPM1 antisense RNA	lncRNA
ENSG00000135925	WNT10A	Wnt family member 10A	protein_coding
ENSG00000186417	GLDN	gliomedin	protein_coding
ENSG00000196826		novel zinc finger protein	protein_coding
ENSG00000140465	CYP1A1	cytochrome P450 family 1 subfamily A member 1	protein_coding
ENSG00000196337	CGB7	chorionic gonadotropin subunit beta 7	protein_coding
ENSG00000156026	MCU	mitochondrial calcium uniporter	protein_coding
ENSG00000277639	CHD9NB	CHD9 neighbor	protein_coding
ENSG00000043093	DCUN1D1	defective in cullin neddylation 1 domain containing 1	protein_coding
ENSG00000108984	MAP2K6	mitogen-activated protein kinase kinase 6	protein_coding
ENSG00000235280	MCF2L-AS1	MCF2L antisense RNA 1	lncRNA
ENSG00000223561	LINC03007	long intergenic non-protein coding RNA 3007	lncRNA
ENSG00000162913	OBSCN-AS1	OBSCN antisense RNA 1	lncRNA
